Age,Income,Spending_Score,Engagement_Level,Purchase_Frequency,Product_Category,Customer_Segment,Met_Target
36,97606,79.06,9,27,Beauty,Medium-Value,1
53,143769,13.35,6,22,Groceries,Medium-Value,1
56,138542,31.06,2,24,Groceries,High-Value,1
27,126438,61.57,4,2,Furniture,Medium-Value,1
42,20924,69.1,6,31,Electronics,Low-Value,0
35,71322,40.41,4,22,Electronics,Low-Value,0
36,46478,87.54,7,1,Clothing,Medium-Value,1
53,91042,41.55,3,14,Clothing,Medium-Value,0
27,66418,40.28,6,25,Furniture,Medium-Value,0
50,82217,3.62,4,36,Electronics,Medium-Value,1
67,120699,55.11,3,36,Clothing,High-Value,1
22,110140,70.87,3,41,Electronics,High-Value,1
64,100846,11.44,2,3,Electronics,Low-Value,1
66,93762,30.54,3,5,Clothing,Medium-Value,1
52,31781,78.13,1,1,Groceries,Low-Value,0
61,25515,36.59,3,19,Groceries,Medium-Value,0
51,137358,24.16,9,33,Clothing,Medium-Value,1
50,56133,67.22,4,42,Furniture,Medium-Value,1
38,102508,19.68,3,30,Beauty,Low-Value,1
34,117628,89.57,8,12,Electronics,High-Value,1
39,96946,10.56,1,10,Beauty,Low-Value,1
65,105058,70.65,5,34,Clothing,Low-Value,1
54,29095,49.95,1,16,Electronics,Low-Value,0
32,108583,86.99,7,40,Beauty,Medium-Value,1
52,40470,12.62,5,46,Groceries,Low-Value,0
45,63129,67.79,2,29,Furniture,Low-Value,0
24,28531,57.21,1,15,Beauty,Low-Value,1
49,57038,48.01,7,48,Furniture,Low-Value,1
28,107939,49.14,1,11,Groceries,Low-Value,1
27,62674,72.2,3,44,Beauty,Low-Value,0
26,147572,93.77,6,34,Clothing,Medium-Value,1
31,114658,9.13,6,36,Electronics,Medium-Value,1
30,102476,1.95,7,30,Groceries,Low-Value,0
42,49831,80.57,1,35,Furniture,Medium-Value,1
19,77174,10.82,7,9,Furniture,Low-Value,1
52,31279,98.67,2,18,Groceries,Low-Value,0
24,58220,61.93,6,19,Clothing,Medium-Value,0
38,80610,65.09,8,39,Clothing,Medium-Value,1
35,72719,19.89,5,4,Furniture,High-Value,1
20,144936,24.03,3,6,Groceries,Low-Value,0
59,73051,65.94,8,33,Groceries,High-Value,0
56,92013,90.97,8,32,Electronics,Medium-Value,1
58,76652,98.24,4,16,Furniture,High-Value,1
66,85524,19.8,8,11,Clothing,High-Value,0
28,102936,13.41,5,22,Beauty,Low-Value,1
56,26470,5.64,5,36,Clothing,Low-Value,0
41,87598,86.83,3,23,Clothing,Medium-Value,1
63,61798,29.47,7,26,Beauty,Low-Value,0
36,144517,0.18,9,31,Furniture,High-Value,1
21,73473,22.38,9,29,Electronics,Low-Value,1
43,39880,34.04,1,5,Clothing,High-Value,0
55,120117,99.1,1,38,Clothing,Low-Value,1
59,64439,52.35,5,25,Furniture,Low-Value,1
49,140944,20.47,1,34,Furniture,High-Value,1
56,34308,33.48,4,12,Groceries,Low-Value,0
62,111563,33.03,1,22,Furniture,Low-Value,1
63,116256,1.97,2,9,Furniture,Low-Value,0
53,55081,13.52,2,20,Clothing,High-Value,0
57,95242,69.52,4,29,Electronics,Medium-Value,1
54,70383,12.03,8,44,Clothing,High-Value,1
50,29837,23.07,2,29,Furniture,Medium-Value,0
53,124135,35.07,9,45,Groceries,Low-Value,1
20,72151,75.77,9,27,Electronics,Low-Value,1
26,138128,58.24,2,17,Groceries,Low-Value,1
25,56824,68.9,1,5,Beauty,Medium-Value,1
50,53073,56.7,9,45,Groceries,Medium-Value,1
23,132651,68.36,2,13,Groceries,Low-Value,0
58,117624,0.28,8,42,Furniture,Low-Value,0
56,113648,93.09,3,15,Furniture,Low-Value,0
21,46299,11.09,1,15,Furniture,Low-Value,0
30,119993,40.62,1,18,Furniture,Low-Value,0
66,78861,77.1,2,2,Furniture,Low-Value,0
19,50063,43.52,7,23,Groceries,Low-Value,0
22,89453,94.68,6,43,Beauty,High-Value,1
61,141768,46.76,2,13,Furniture,Low-Value,1
44,143299,87.49,4,43,Beauty,High-Value,0
49,88472,81.08,2,4,Beauty,Medium-Value,1
38,122166,98.1,1,47,Clothing,Medium-Value,0
25,34506,92.65,3,25,Clothing,Low-Value,1
55,114341,89.81,4,11,Electronics,Medium-Value,0
25,99854,73.16,5,48,Clothing,Low-Value,1
67,133604,36.7,5,42,Furniture,Low-Value,1
20,46026,10.61,7,12,Beauty,High-Value,0
61,47672,68.86,8,13,Electronics,Medium-Value,1
20,58417,97.87,9,9,Clothing,Low-Value,0
39,72413,72.66,7,45,Groceries,Medium-Value,1
23,144044,92.87,5,38,Electronics,Low-Value,1
19,85066,80.43,9,6,Furniture,Medium-Value,1
40,79213,16.31,8,43,Beauty,Medium-Value,1
61,70971,24.92,9,43,Furniture,Low-Value,0
19,47281,34.19,8,10,Furniture,Low-Value,1
55,133978,16.83,6,23,Groceries,Medium-Value,1
34,48091,58.17,4,15,Groceries,Medium-Value,0
52,70494,97.55,9,45,Beauty,Medium-Value,1
51,123864,76.15,9,23,Clothing,Medium-Value,1
40,133755,42.34,9,40,Furniture,Medium-Value,1
47,38610,0.45,3,37,Clothing,Low-Value,1
69,21079,31.33,3,34,Beauty,High-Value,0
25,115386,52.68,6,16,Furniture,Low-Value,1
39,66751,32.43,6,45,Clothing,Medium-Value,0
61,106126,11.1,6,41,Furniture,High-Value,0
53,75432,44.28,5,47,Groceries,Medium-Value,0
22,50951,25.33,5,32,Groceries,Medium-Value,0
30,100863,90.92,2,38,Electronics,Low-Value,1
46,98291,10.18,7,40,Beauty,High-Value,1
48,145659,4.92,4,46,Clothing,Low-Value,1
64,79872,0.53,3,5,Furniture,Medium-Value,0
33,27235,32.81,8,17,Electronics,Low-Value,0
59,102733,66.04,4,22,Beauty,Low-Value,1
47,82712,73.04,4,39,Beauty,Low-Value,1
33,41473,45.33,8,41,Beauty,Low-Value,1
29,87567,68.43,1,48,Clothing,High-Value,1
34,126818,35.99,9,18,Groceries,High-Value,1
33,145849,66.78,7,28,Electronics,Medium-Value,1
29,127399,4.06,2,13,Clothing,Low-Value,1
25,144421,39.08,6,42,Furniture,Low-Value,1
37,99823,79.08,8,1,Clothing,Medium-Value,1
20,124215,80.3,5,19,Furniture,Low-Value,1
33,129999,71.61,6,34,Furniture,Medium-Value,1
47,52230,20.42,8,4,Beauty,Low-Value,1
62,104573,24.72,6,43,Clothing,Medium-Value,1
40,112588,99.61,9,3,Groceries,High-Value,1
45,88876,10.34,9,41,Furniture,Medium-Value,1
68,60644,18.07,9,10,Beauty,High-Value,1
57,68664,13.0,6,28,Groceries,Medium-Value,0
22,65203,32.77,9,34,Clothing,Medium-Value,0
37,86677,21.02,3,39,Groceries,Medium-Value,1
57,45425,49.77,5,47,Clothing,Low-Value,0
61,143246,47.6,2,19,Furniture,High-Value,0
18,104817,90.15,8,42,Electronics,Medium-Value,1
47,127585,3.47,4,46,Electronics,Medium-Value,0
38,105961,31.99,6,36,Furniture,Medium-Value,1
37,120342,59.67,6,43,Groceries,Low-Value,1
23,145740,60.48,5,3,Clothing,High-Value,1
39,117649,48.01,1,23,Electronics,Low-Value,1
35,89806,81.57,7,17,Clothing,High-Value,1
25,62814,6.27,8,7,Furniture,Low-Value,0
56,90219,81.55,1,26,Groceries,Low-Value,0
49,69646,49.48,7,43,Clothing,Medium-Value,0
50,59884,13.38,4,18,Groceries,High-Value,0
33,115345,88.57,6,46,Electronics,High-Value,1
29,146062,64.92,9,46,Clothing,High-Value,1
55,120088,16.35,5,6,Beauty,Low-Value,1
69,138198,3.36,8,31,Electronics,Low-Value,1
51,89322,14.11,5,29,Groceries,Medium-Value,0
31,41650,60.88,2,9,Furniture,Medium-Value,1
53,114242,17.93,4,35,Beauty,Medium-Value,0
50,29190,22.58,2,17,Clothing,Medium-Value,1
40,58196,2.51,7,12,Electronics,Medium-Value,0
67,59449,72.29,7,36,Clothing,Medium-Value,1
62,59661,81.04,3,48,Clothing,High-Value,0
19,49709,79.68,7,24,Beauty,High-Value,0
58,130965,12.76,1,10,Beauty,Medium-Value,0
38,100428,90.33,1,30,Beauty,Medium-Value,1
19,95179,67.23,9,29,Beauty,Medium-Value,1
44,29943,89.75,6,39,Furniture,Low-Value,1
26,63240,44.72,5,10,Groceries,Low-Value,0
18,65760,43.7,6,39,Beauty,Low-Value,0
28,41042,78.45,6,28,Electronics,Low-Value,1
20,141770,9.33,1,18,Clothing,Low-Value,0
69,63894,52.09,5,41,Beauty,High-Value,1
40,26869,83.64,9,17,Electronics,Medium-Value,1
43,81078,83.02,4,11,Furniture,Low-Value,1
21,76759,95.61,3,1,Electronics,Medium-Value,1
35,125973,69.83,1,17,Electronics,Medium-Value,0
23,64306,20.78,2,36,Furniture,Low-Value,0
52,128369,2.03,3,36,Furniture,Low-Value,0
39,75371,47.94,4,46,Clothing,High-Value,0
60,40918,51.37,7,9,Beauty,Medium-Value,0
32,48379,24.03,6,45,Electronics,Medium-Value,1
39,140667,12.47,8,28,Groceries,Medium-Value,1
54,128475,58.62,9,48,Groceries,Low-Value,1
69,110810,76.43,6,33,Clothing,Medium-Value,1
59,103232,99.32,7,3,Groceries,Medium-Value,1
29,22962,75.83,4,8,Clothing,Medium-Value,0
64,33851,79.36,2,6,Beauty,Low-Value,0
66,137626,61.65,9,6,Clothing,High-Value,1
59,65747,98.59,9,29,Furniture,Low-Value,1
55,145180,64.0,4,37,Furniture,Medium-Value,0
35,72349,86.03,3,12,Furniture,Medium-Value,1
62,90832,94.58,6,9,Furniture,Medium-Value,1
52,76356,92.99,3,41,Furniture,Medium-Value,0
47,34745,38.14,1,49,Furniture,Low-Value,0
41,25730,7.87,4,19,Furniture,Medium-Value,1
59,33921,17.19,1,17,Furniture,Low-Value,0
47,118430,5.92,2,48,Furniture,Low-Value,0
31,91138,10.54,3,44,Beauty,Low-Value,0
23,103111,18.47,8,32,Furniture,Medium-Value,0
20,39023,34.11,4,35,Clothing,Low-Value,0
33,65349,54.35,4,14,Beauty,Low-Value,1
24,146796,71.17,9,49,Groceries,Medium-Value,1
69,101533,21.09,7,16,Electronics,High-Value,1
31,103286,67.25,2,21,Beauty,Medium-Value,1
26,61979,70.43,3,12,Furniture,High-Value,0
32,42837,55.86,4,24,Beauty,Medium-Value,1
38,34997,90.36,4,34,Electronics,Medium-Value,1
52,124975,11.1,8,8,Electronics,Medium-Value,1
19,108603,17.71,6,44,Furniture,Low-Value,0
44,65039,42.87,3,21,Furniture,Low-Value,0
19,147394,12.67,9,48,Clothing,Low-Value,0
52,40923,56.63,8,8,Electronics,Low-Value,1
35,28876,39.84,9,28,Furniture,Medium-Value,1
31,80973,28.46,5,16,Electronics,Medium-Value,1
37,22887,17.0,3,10,Clothing,Low-Value,0
35,83723,33.53,4,15,Groceries,High-Value,1
27,62422,60.8,5,4,Electronics,Medium-Value,0
42,122390,57.58,9,26,Clothing,Medium-Value,1
19,71413,16.36,9,15,Clothing,High-Value,1
42,122484,12.49,3,36,Clothing,Low-Value,1
50,22841,2.67,7,32,Beauty,Medium-Value,0
53,144647,1.24,6,43,Furniture,Low-Value,1
48,48756,87.98,4,38,Electronics,Medium-Value,0
31,91576,4.51,5,4,Beauty,High-Value,1
18,138248,73.12,2,41,Electronics,Medium-Value,1
63,30304,87.2,7,9,Beauty,Low-Value,1
33,50341,9.81,4,35,Furniture,Low-Value,0
63,24758,43.63,2,28,Clothing,Low-Value,1
69,37010,96.23,6,37,Electronics,Medium-Value,1
20,147039,83.41,2,47,Clothing,Low-Value,1
52,80758,48.97,2,9,Furniture,Low-Value,1
58,51658,76.26,7,2,Electronics,Medium-Value,1
23,69002,83.34,1,3,Groceries,Low-Value,1
42,123318,34.8,7,44,Groceries,High-Value,1
30,21375,89.22,5,48,Groceries,Low-Value,0
51,119485,47.05,1,5,Furniture,Low-Value,1
25,42092,52.78,6,10,Groceries,Low-Value,1
38,20490,99.97,7,28,Electronics,High-Value,1
51,23729,84.33,1,15,Groceries,Medium-Value,0
21,25974,36.18,9,14,Electronics,Low-Value,0
42,138222,1.03,7,46,Furniture,Medium-Value,0
32,105216,62.62,1,23,Clothing,Medium-Value,0
21,103860,70.39,3,13,Beauty,Low-Value,1
62,147288,65.08,5,16,Groceries,Medium-Value,1
29,116870,96.79,4,30,Beauty,Low-Value,0
49,41398,86.3,2,40,Clothing,Low-Value,1
49,54650,44.88,1,8,Furniture,Medium-Value,0
45,41292,6.29,4,17,Furniture,Low-Value,0
30,121291,47.61,7,30,Clothing,High-Value,1
48,123889,68.92,4,17,Beauty,Low-Value,1
31,23159,60.77,9,35,Groceries,Medium-Value,1
37,118162,53.81,8,1,Electronics,Low-Value,1
35,82766,46.88,8,49,Furniture,High-Value,1
46,114887,29.38,5,24,Clothing,Low-Value,0
23,122834,27.73,1,48,Beauty,High-Value,0
49,37065,50.02,9,49,Groceries,Low-Value,1
46,41638,16.06,2,25,Beauty,Medium-Value,0
60,21073,34.07,6,2,Groceries,Medium-Value,0
19,66511,32.4,5,25,Electronics,Medium-Value,0
40,104307,58.71,8,14,Electronics,Low-Value,1
36,145274,6.67,3,39,Clothing,High-Value,1
48,120997,82.97,6,33,Clothing,Low-Value,1
68,127866,56.24,6,17,Groceries,Medium-Value,1
22,49320,67.08,3,31,Groceries,Medium-Value,1
36,89876,70.31,7,10,Groceries,High-Value,1
51,54924,29.15,4,6,Groceries,Medium-Value,0
27,101720,47.04,5,39,Electronics,Low-Value,1
42,60734,95.62,9,25,Clothing,Medium-Value,0
19,88116,76.67,6,38,Clothing,Low-Value,1
28,60025,96.96,4,37,Furniture,Low-Value,1
67,114503,74.63,8,30,Clothing,Low-Value,1
48,22159,17.56,9,34,Clothing,High-Value,1
32,68940,6.45,5,18,Beauty,High-Value,0
26,99436,57.77,2,24,Beauty,Low-Value,1
40,96976,35.78,6,49,Furniture,Medium-Value,0
36,34678,27.55,8,27,Groceries,Low-Value,1
26,81075,80.72,5,27,Furniture,Low-Value,1
52,67204,36.7,1,39,Furniture,Low-Value,0
38,32021,31.7,8,21,Electronics,Medium-Value,1
26,26772,85.0,9,19,Clothing,High-Value,1
45,87163,84.63,1,39,Electronics,Low-Value,1
63,129968,35.64,8,23,Clothing,Low-Value,1
68,93755,83.25,2,39,Furniture,Low-Value,0
24,43464,85.08,4,48,Clothing,High-Value,0
33,71137,42.39,2,44,Groceries,Low-Value,0
33,50232,6.65,2,47,Groceries,Medium-Value,1
50,81497,0.16,3,15,Furniture,High-Value,0
21,128017,52.33,8,43,Beauty,Low-Value,1
21,94024,34.41,4,2,Groceries,Medium-Value,0
56,120485,99.71,7,35,Furniture,Low-Value,1
57,129898,77.24,3,20,Electronics,High-Value,0
34,71448,76.13,3,28,Beauty,Low-Value,0
54,125468,95.52,2,15,Groceries,High-Value,1
56,104517,88.77,6,16,Furniture,High-Value,1
69,20901,31.82,6,33,Furniture,Medium-Value,0
46,107980,16.6,1,47,Electronics,Medium-Value,0
69,127594,74.59,7,12,Electronics,Medium-Value,1
53,103597,37.83,4,39,Beauty,Low-Value,0
55,22881,47.32,3,39,Groceries,Low-Value,0
56,49863,63.04,8,43,Furniture,Low-Value,1
67,131362,90.79,2,20,Beauty,Medium-Value,1
54,25622,41.91,9,29,Beauty,High-Value,1
69,142740,78.33,8,43,Electronics,High-Value,1
52,21378,26.83,8,49,Furniture,Medium-Value,0
24,103168,69.8,3,3,Clothing,Medium-Value,1
44,113847,0.16,4,48,Electronics,High-Value,1
45,91186,87.15,2,5,Furniture,High-Value,0
39,65201,3.04,2,2,Beauty,Medium-Value,0
31,140767,71.28,4,23,Beauty,Low-Value,0
24,127760,4.63,6,26,Groceries,Medium-Value,1
54,79251,26.62,5,26,Clothing,Medium-Value,0
39,92572,49.72,1,7,Electronics,Medium-Value,0
22,59255,41.99,1,10,Groceries,High-Value,0
19,83212,19.18,6,5,Groceries,High-Value,1
44,70210,33.38,3,47,Clothing,Low-Value,1
38,145629,72.77,3,12,Electronics,Low-Value,1
55,136736,66.93,7,32,Electronics,Low-Value,1
32,42499,7.18,1,42,Beauty,Low-Value,0
38,122552,74.73,1,31,Electronics,Low-Value,1
27,71628,5.3,3,22,Groceries,High-Value,0
40,81360,54.29,8,17,Beauty,Medium-Value,1
56,24603,26.01,1,20,Electronics,Medium-Value,0
22,113309,58.77,4,20,Clothing,Low-Value,1
18,147466,26.13,9,43,Groceries,Medium-Value,1
30,105473,98.5,4,8,Furniture,High-Value,1
38,32632,30.97,8,47,Clothing,Medium-Value,0
43,50607,24.2,7,34,Clothing,Low-Value,0
67,111873,27.85,3,49,Electronics,High-Value,0
62,85756,89.65,7,23,Beauty,Low-Value,1
38,66994,63.62,7,38,Beauty,Medium-Value,0
35,83382,73.07,3,28,Groceries,Low-Value,0
54,90354,91.8,2,13,Electronics,Medium-Value,0
62,76344,91.19,9,29,Beauty,Low-Value,0
49,73775,73.89,1,8,Furniture,Medium-Value,0
53,27349,19.78,7,11,Electronics,Medium-Value,1
34,91154,84.34,4,47,Electronics,Low-Value,0
52,47464,20.38,2,45,Beauty,High-Value,1
66,62624,74.29,2,18,Clothing,Low-Value,0
28,141897,68.56,8,25,Electronics,High-Value,1
38,146866,75.89,7,49,Clothing,Low-Value,1
69,57344,53.27,7,22,Groceries,Medium-Value,1
43,145857,63.87,5,45,Groceries,Medium-Value,1
21,103791,95.33,8,35,Beauty,Low-Value,1
51,44299,10.11,2,29,Groceries,Low-Value,1
69,67975,30.88,2,21,Beauty,Medium-Value,0
65,21462,61.14,5,7,Beauty,High-Value,0
35,140209,96.41,1,12,Clothing,High-Value,1
57,101441,9.56,6,36,Clothing,Low-Value,0
52,110456,2.25,4,24,Groceries,Low-Value,0
58,101788,5.57,6,32,Clothing,Medium-Value,0
46,126540,5.24,7,27,Electronics,Medium-Value,1
69,60581,90.78,3,32,Furniture,High-Value,0
46,120372,72.13,8,32,Electronics,Low-Value,1
55,91289,67.71,7,32,Electronics,Medium-Value,1
59,125541,52.26,1,26,Beauty,Medium-Value,1
38,34175,78.2,6,11,Furniture,Low-Value,0
59,141704,15.56,7,46,Beauty,Medium-Value,1
30,26191,39.19,4,18,Clothing,Low-Value,0
66,103434,49.0,2,39,Clothing,Medium-Value,1
58,104518,11.04,9,5,Furniture,Medium-Value,0
34,100158,41.95,7,16,Groceries,Low-Value,0
26,86537,31.65,1,11,Clothing,Low-Value,1
58,135721,3.56,8,35,Electronics,High-Value,1
18,67645,13.67,3,48,Furniture,High-Value,1
19,128536,76.4,4,11,Furniture,High-Value,1
65,43283,1.8,5,42,Clothing,High-Value,0
46,143153,93.43,1,23,Clothing,Low-Value,1
50,106971,8.64,6,34,Beauty,Low-Value,1
27,112759,79.92,6,48,Beauty,Low-Value,1
67,79123,89.86,2,17,Electronics,High-Value,1
57,122780,94.11,6,10,Furniture,Medium-Value,1
38,50024,86.75,8,18,Groceries,Medium-Value,1
45,69630,28.76,6,44,Groceries,High-Value,0
28,50734,33.31,4,8,Furniture,Medium-Value,0
51,20515,42.65,4,26,Electronics,Low-Value,0
25,130782,13.93,9,3,Beauty,Low-Value,1
39,86727,2.23,6,24,Beauty,Low-Value,1
25,117800,86.91,8,3,Beauty,Low-Value,1
66,129164,55.41,8,38,Groceries,Low-Value,1
32,66216,60.87,7,2,Groceries,Medium-Value,1
34,91833,92.7,3,35,Electronics,Low-Value,1
40,78755,66.51,1,17,Groceries,Medium-Value,1
41,47856,69.09,5,9,Clothing,Medium-Value,1
62,134959,78.7,2,36,Groceries,High-Value,1
36,93870,11.63,2,22,Beauty,Medium-Value,1
22,44162,36.02,7,31,Electronics,High-Value,0
49,26008,96.82,3,34,Furniture,Low-Value,0
61,27987,92.29,8,24,Furniture,Low-Value,0
18,82532,88.41,9,9,Electronics,Medium-Value,1
40,116502,45.21,8,46,Clothing,Low-Value,1
54,23332,85.72,6,43,Furniture,Medium-Value,0
25,86323,4.84,5,2,Beauty,Low-Value,1
30,58990,14.85,3,21,Furniture,Medium-Value,0
25,29873,41.4,3,34,Furniture,High-Value,0
40,102542,48.34,7,27,Beauty,Low-Value,0
60,105761,26.35,5,37,Groceries,High-Value,1
18,56444,35.65,6,7,Clothing,Low-Value,0
62,55340,16.28,6,22,Beauty,Low-Value,0
68,125219,48.91,9,4,Beauty,Medium-Value,1
41,25033,79.38,1,14,Electronics,High-Value,0
52,93324,66.14,8,34,Clothing,Medium-Value,1
41,35689,10.78,5,23,Groceries,Medium-Value,0
34,129756,48.76,6,44,Beauty,Low-Value,1
22,107134,69.76,6,42,Groceries,Low-Value,1
37,123016,52.99,1,25,Beauty,Low-Value,1
38,115239,39.17,3,1,Beauty,Low-Value,1
57,20066,62.19,6,48,Electronics,High-Value,1
48,134159,96.86,9,15,Furniture,High-Value,1
63,65246,9.49,6,32,Clothing,Low-Value,1
53,27533,39.0,6,14,Electronics,Medium-Value,0
28,100639,40.66,1,41,Groceries,Medium-Value,1
69,90152,57.7,9,21,Beauty,Low-Value,1
32,131581,15.22,4,47,Beauty,Low-Value,1
36,135828,17.66,2,7,Clothing,Medium-Value,1
24,79658,28.54,1,36,Electronics,Medium-Value,0
68,58498,95.59,3,21,Electronics,Low-Value,1
45,129028,73.41,3,40,Groceries,High-Value,0
68,31772,66.17,5,12,Electronics,Medium-Value,1
60,109385,81.7,1,15,Electronics,Low-Value,1
22,69036,12.76,7,15,Furniture,Low-Value,0
22,78531,85.93,1,17,Clothing,Medium-Value,1
47,139159,59.48,4,34,Electronics,Medium-Value,1
49,32940,33.53,6,44,Groceries,Medium-Value,1
25,138027,81.59,1,35,Beauty,Low-Value,1
27,36932,80.26,7,39,Electronics,Low-Value,1
55,115305,84.57,7,38,Electronics,Low-Value,1
64,76827,11.55,3,14,Beauty,Low-Value,0
49,81431,96.94,4,5,Furniture,Medium-Value,1
65,44648,95.96,6,30,Clothing,Low-Value,0
45,132947,35.75,7,4,Furniture,Low-Value,0
34,52966,6.59,4,15,Groceries,Low-Value,1
48,47777,16.71,9,39,Electronics,Medium-Value,1
25,144661,99.28,9,35,Furniture,Medium-Value,1
57,52567,56.3,9,45,Clothing,High-Value,1
42,135259,35.66,6,10,Groceries,High-Value,1
26,37174,28.82,2,2,Furniture,Medium-Value,0
19,62598,25.7,2,44,Electronics,Low-Value,1
32,144711,66.42,4,24,Clothing,Medium-Value,1
67,79199,41.94,9,28,Electronics,Low-Value,0
20,33798,96.54,3,22,Electronics,Medium-Value,1
66,85364,68.38,6,44,Groceries,Medium-Value,1
53,37558,79.2,2,32,Clothing,Medium-Value,0
21,81084,29.27,1,31,Beauty,Low-Value,0
31,64237,7.92,5,19,Electronics,High-Value,0
58,85497,48.78,8,21,Clothing,Medium-Value,0
58,20178,31.46,2,3,Electronics,Medium-Value,0
42,136932,20.21,9,6,Furniture,Low-Value,0
67,106006,95.26,8,32,Furniture,Low-Value,1
27,37118,44.4,3,2,Clothing,Low-Value,0
38,42616,17.47,1,24,Groceries,Low-Value,0
53,20798,19.87,4,45,Beauty,Medium-Value,0
29,27601,28.07,8,27,Furniture,High-Value,1
44,45363,99.93,3,9,Groceries,Low-Value,1
57,22795,26.8,2,13,Beauty,Medium-Value,0
19,117462,32.88,7,14,Furniture,Low-Value,1
30,65264,65.93,4,11,Beauty,Low-Value,0
49,122892,29.4,6,14,Electronics,High-Value,1
48,92833,21.58,5,16,Clothing,Medium-Value,0
33,149688,15.86,2,10,Furniture,Medium-Value,1
49,23084,31.27,2,20,Furniture,Low-Value,0
49,115865,10.59,9,16,Electronics,Low-Value,0
51,96646,1.86,2,34,Furniture,Low-Value,1
28,20731,80.46,8,16,Furniture,Low-Value,1
27,21129,13.79,8,14,Furniture,Low-Value,1
32,48022,77.6,1,28,Furniture,Medium-Value,0
34,21605,79.75,1,18,Furniture,Low-Value,1
57,97506,53.79,4,26,Groceries,Low-Value,1
35,129241,30.97,2,38,Furniture,Medium-Value,1
26,64130,14.5,1,7,Electronics,High-Value,0
42,49265,73.68,9,45,Furniture,High-Value,1
57,52330,60.14,3,34,Beauty,High-Value,1
31,88469,65.55,1,47,Beauty,Low-Value,1
42,35187,0.87,2,49,Electronics,Low-Value,0
67,45791,92.75,8,45,Groceries,High-Value,1
39,110436,6.63,5,7,Electronics,High-Value,0
69,90610,36.68,7,33,Groceries,Medium-Value,1
47,132341,40.27,6,35,Clothing,Low-Value,1
37,111962,0.14,1,39,Beauty,Low-Value,1
38,59867,49.71,6,21,Beauty,High-Value,1
61,136178,75.28,7,49,Beauty,Low-Value,1
49,20893,82.33,4,28,Groceries,Medium-Value,0
68,119694,87.94,8,32,Electronics,High-Value,1
63,39773,48.77,8,44,Groceries,Medium-Value,1
66,24239,63.06,7,16,Beauty,Low-Value,1
38,40863,7.95,2,10,Beauty,Low-Value,1
52,71415,48.8,6,23,Beauty,Low-Value,0
49,88968,15.48,6,48,Beauty,Medium-Value,1
47,120675,36.96,7,15,Clothing,Medium-Value,1
56,80430,32.93,6,43,Beauty,Low-Value,0
66,139000,42.35,2,6,Groceries,Low-Value,1
29,21515,57.16,8,33,Beauty,Low-Value,1
58,117206,90.29,4,39,Furniture,High-Value,1
64,134210,39.45,9,12,Clothing,High-Value,1
35,124630,98.11,8,36,Beauty,Low-Value,1
38,34605,75.9,3,31,Furniture,High-Value,0
30,76240,51.15,3,10,Groceries,Medium-Value,0
38,25586,64.4,8,34,Clothing,Medium-Value,1
25,121221,10.22,2,41,Beauty,Medium-Value,0
63,140419,84.45,9,10,Groceries,Medium-Value,1
57,142374,58.24,4,11,Furniture,Low-Value,1
63,134205,98.61,6,14,Clothing,Medium-Value,1
24,51186,63.64,3,3,Beauty,High-Value,1
40,46928,83.41,3,33,Groceries,Low-Value,1
61,118264,79.98,3,7,Clothing,Low-Value,1
49,103087,34.55,2,4,Furniture,Low-Value,0
28,142990,25.96,8,39,Beauty,Low-Value,1
39,107029,43.05,9,48,Clothing,Low-Value,1
39,40711,46.72,8,10,Furniture,Medium-Value,0
60,74962,24.01,3,15,Furniture,Low-Value,0
42,40039,89.46,7,16,Groceries,Low-Value,1
39,56561,54.25,2,38,Furniture,High-Value,0
45,95483,97.84,4,4,Furniture,Medium-Value,1
46,117871,81.0,6,4,Electronics,Low-Value,1
30,101395,55.57,5,36,Furniture,Low-Value,1
35,108658,94.7,9,27,Beauty,Medium-Value,1
19,21577,50.49,4,22,Clothing,Medium-Value,1
46,127792,88.71,5,22,Beauty,Low-Value,0
38,48350,35.81,4,17,Beauty,High-Value,0
32,136908,37.86,8,45,Groceries,Medium-Value,1
69,127468,41.81,8,34,Electronics,High-Value,0
44,53798,54.66,3,32,Electronics,Low-Value,1
67,117434,55.35,1,6,Beauty,Low-Value,1
48,101417,49.64,6,33,Clothing,Low-Value,0
32,30785,30.6,2,8,Electronics,Low-Value,0
68,92227,92.72,2,36,Electronics,Low-Value,1
40,138680,58.86,3,5,Beauty,Low-Value,1
41,81957,40.77,8,5,Electronics,Medium-Value,0
61,85431,65.12,3,47,Groceries,Low-Value,1
30,37297,76.8,7,10,Beauty,Low-Value,1
39,91894,96.07,9,40,Electronics,High-Value,1
60,136869,49.95,8,7,Electronics,Low-Value,0
54,83772,11.21,1,12,Electronics,Medium-Value,1
50,39581,44.08,7,30,Beauty,Medium-Value,0
20,75192,47.9,7,25,Clothing,High-Value,0
36,21462,89.7,8,28,Furniture,High-Value,0
40,148848,39.48,5,43,Electronics,Medium-Value,1
46,84173,95.33,9,13,Furniture,High-Value,1
47,35511,48.51,9,47,Furniture,Medium-Value,0
56,96106,97.38,8,49,Electronics,Medium-Value,1
61,68665,0.82,6,22,Electronics,Low-Value,0
64,64414,89.88,6,18,Furniture,Medium-Value,1
42,101010,93.11,1,27,Clothing,Medium-Value,1
54,92573,96.1,6,8,Furniture,Medium-Value,1
64,113665,1.31,4,6,Clothing,Medium-Value,0
